job0,740773,2339561,627471,1,1,1,1,1,0,0,0,0,0,0,119.6363636
job1,736346,1700537,432269,1,1,1,1,1,0,0,0,0,1,-52.71572436,129
job2,267631,594312,233549,1,1,1,1,1,0,0,0,0,1,-51.48681661,108.8656716
job3,233422,42,37,1,1,1,1,1,0,0,0,0,1,-19.3991194,121.7540984
job4,3623279,0,9838062,1,1,1,1,1,0,0,0,0,0,0,108.8656716
job5,233422,324968,10974,1,1,1,1,1,0,0,0,0,0,0,112.0426829
job6,2497901,0,551304,1,1,1,1,1,0,0,0,0,0,0,111.5
job7,233422,256459,8835,1,1,1,1,1,0,0,0,0,1,-59.37900302,108.8656716
job8,2193083,2660213,560397,1,1,1,1,1,0,0,0,0,0,0,119.6363636
job9,1010097,2369060,968271,1,1,1,1,1,0,0,0,0,1,-55.03335923,119
job10,19555,0,41471,1,1,1,1,1,0,0,0,0,0,0,132.1923077
job11,968144,41,35,1,1,1,1,1,0,0,0,0,1,-19.02487137,126.6702128
job12,968144,2326546,14369,1,1,1,1,1,0,0,0,0,1,-16.75881387,119.6829268
job13,968144,5072,2411,1,1,1,1,1,0,0,0,0,1,-20.62766606,132.1923077
job14,16526,0,34635,1,1,1,1,1,0,0,0,0,1,-16.75881387,119.6829268
job15,62032,110249,49133,1,1,1,1,1,0,0,0,0,1,-59.37900302,108.8656716
job16,49006,41,37,1,1,1,1,1,0,0,0,0,1,-73.73516781,119
job17,10274791099,13024975762,3600817163,39,4,14,2,4,3105.396214,1,-20.10401651,4,1,-51.48681661,108.8656716
job18,49006,57406,11871,1,1,1,1,1,0,0,0,0,1,-18.84765625,129
job19,4776464612,2744661563,1084547,18,2,1,1,2,1308.75662,2,-259.5419492,2,1,-51.48681661,126.6702128
job20,4228,8456,127,1,1,1,1,1,0,0,0,0,1,-20.62766606,119
job21,49006,50728,12181,1,1,1,1,1,0,0,0,0,0,0,132.1923077
job22,0,0,127,0,0,1,1,1,0,0,0,0,1,-21.25546285,121.7540984
job23,23798,0,49034,1,1,1,1,1,0,0,0,0,0,0,108.8656716
job24,0,0,127,0,0,1,1,1,0,0,0,0,1,-22.83882001,119.6363636
job25,23042116,44795750,71684305,1,1,1,1,1,0,0,0,0,0,0,119.6829268
job26,1083912,4761106,804562,1,1,1,1,1,0,0,0,0,1,-29.86918393,108.8656716
job27,804435,7474262,804562,1,1,1,1,1,0,0,0,0,1,-12.53869969,119
job28,160296,314626,136937,1,1,1,1,1,0,0,0,0,1,-46.2926485,111.5
job29,136810,40,36,1,1,1,1,1,0,0,0,0,1,-46.2926485,111.5
job30,136810,310392,19414,1,1,1,1,1,0,0,0,0,1,-64.38734474,119.6363636
job31,1043799029,3220465724,2645916,4,1,1,1,1,0,0,0,0,1,-22.83882001,126.6702128
job32,136810,817,699,1,1,1,1,1,0,0,0,0,1,-55.03335923,108.8656716
job33,19859,0,41738,1,1,1,1,1,0,0,0,0,1,-46.2926485,132.1923077
job34,11310,0,18722926301,1,1,70,9,9,0,0,0,0,1,-19.3991194,132.1923077
job35,78,0,4162032,1,1,1,1,1,0,0,0,0,0,0,111.5
job36,106,0,271001141,1,1,2,1,1,0,0,0,0,1,-21.25546285,119.6363636
job37,753,0,9178203796,1,1,35,5,5,0,0,0,0,1,-64.38734474,121.7540984
job38,53416,0,85899343844,1,1,320,40,40,0,0,0,0,0,0,111.5
job39,9416,0,8826003635,1,1,33,5,5,0,0,0,0,1,-79.9448143,112.0426829
job40,395,0,25803030649,1,1,97,13,13,0,0,0,0,1,-19.3991194,119
job41,126,0,0,1,1,0,0,1,0,0,0,0,1,-29.86918393,119.6363636
job42,359,0,2170182507,1,1,9,2,2,0,0,0,0,1,-16.75881387,129
job43,69563889,70214203,20904794,1,1,1,1,1,0,0,0,0,0,0,121.7540984
job44,250,0,344553539,1,1,2,1,1,0,0,0,0,0,0,112.0426829
job45,584545,1263421,541810,1,1,1,1,1,0,0,0,0,1,-79.9448143,129
job46,1212963,4926,32,1,1,1,1,1,0,0,0,0,1,-21.25546285,119.6363636
job47,541683,41,36,1,1,1,1,1,0,0,0,0,1,-19.02487137,108.8656716
job48,541683,1212479,11407,1,1,1,1,1,0,0,0,0,1,-16.71537113,129
job49,541683,25536,3859,1,1,1,1,1,0,0,0,0,1,-28.0073089,132.1923077
job50,15012,0,31430,1,1,1,1,1,0,0,0,0,1,-18.84765625,112.0426829
job51,269966,547707,239382,1,1,1,1,1,0,0,0,0,1,-21.25546285,126.6702128
job52,2645720,5251435,8599609,1,1,1,1,1,0,0,0,0,1,-59.37900302,119
job53,78,0,993740,1,1,1,1,1,0,0,0,0,0,0,119.6363636
job54,768,0,15867313506,1,1,60,8,8,0,0,0,0,1,-71.42837876,121.7540984
job55,251,0,1323020641,1,1,5,1,1,0,0,0,0,1,-12.53869969,121.7540984
job56,62,0,1000000339,1,1,4,1,1,0,0,0,0,0,0,119.6363636
job57,53416,0,85899346071,1,1,321,41,41,0,0,0,0,1,-71.42837876,121.7540984
job58,239255,302794,9329,1,1,1,1,1,0,0,0,0,1,-55.03335923,119.6829268
job59,62,0,1000000897,1,1,4,1,1,0,0,0,0,1,-25.28950588,108.8656716
job60,62,0,1000000558,1,1,4,1,1,0,0,0,0,1,-52.71572436,129
job61,62,0,1000000142,1,1,4,1,1,0,0,0,0,1,-79.9448143,126.6702128
job62,62,0,1000000109,1,1,4,1,1,0,0,0,0,1,-22.83882001,126.6702128
job63,62,0,1000000253,1,1,4,1,1,0,0,0,0,1,-18.84765625,121.7540984
job64,62,0,1000000745,1,1,4,1,1,0,0,0,0,1,-46.2926485,119.6829268
job65,500,0,9225011268,1,1,35,5,5,0,0,0,0,1,-65.85342662,132.1923077
job66,62,0,1000000514,1,1,4,1,1,0,0,0,0,1,-65.85342662,119
job67,62,0,1000000146,1,1,4,1,1,0,0,0,0,1,-12.53869969,119.6363636
job68,62,0,1000000215,1,1,4,1,1,0,0,0,0,1,-65.85342662,132.1923077
job69,10274791099,0,151953102,39,4,1,1,4,0,0,0,0,1,-12.53869969,108.8656716
job70,62,0,1000000326,1,1,4,1,1,0,0,0,0,1,-73.73516781,108.8656716
job71,1008887,0,883964,1,1,1,1,1,0,0,0,0,1,-73.73516781,119.6829268
job72,62,0,1000000157,1,1,4,1,1,0,0,0,0,0,0,126.6702128
job73,176,0,3832991523,1,1,15,2,2,0,0,0,0,1,-20.62766606,112.0426829
job74,768,0,18031673303,1,1,68,9,9,0,0,0,0,0,0,119
job75,62,0,1000000373,1,1,4,1,1,0,0,0,0,1,-12.53869969,126.6702128
job76,2497901,0,2193083,1,1,1,1,1,0,0,0,0,1,-20.62766606,119.6829268
job77,62,0,1000000790,1,1,4,1,1,0,0,0,0,1,-21.25546285,111.5
job78,8602,0,307480610,1,1,2,1,1,0,0,0,0,0,0,119
job79,62,0,1000000379,1,1,4,1,1,0,0,0,0,1,-65.85342662,108.8656716
job80,80,0,532676639,1,1,2,1,1,0,0,0,0,0,0,126.6702128
job81,62,0,1000000213,1,1,4,1,1,0,0,0,0,1,-14.66196443,121.7540984
job82,51686,0,3237843370,1,1,13,2,2,0,0,0,0,1,-20.62766606,121.7540984
job83,10240,0,286779179,1,1,2,1,1,0,0,0,0,0,0,119
job84,1056281867,0,376156252,4,1,2,1,1,0,0,0,0,1,-19.3991194,112.0426829
job85,392811075,1535698684,643411396,2,1,3,1,1,0,0,0,0,1,-65.85342662,112.0426829
job86,188,0,2624815111,1,1,10,2,2,0,0,0,0,0,0,129
job87,86,0,1304624600,1,1,5,1,1,0,0,0,0,0,0,121.7540984
job88,10240,0,112459255,1,1,1,1,1,0,0,0,0,1,-79.9448143,132.1923077
job89,376154474,1661392121,395448468,2,1,2,1,1,0,0,0,0,1,-19.02487137,111.5
job90,51686,0,3405054531,1,1,13,2,2,0,0,0,0,1,-16.75881387,119.6829268
job91,98,0,243826604,1,1,1,1,1,0,0,0,0,1,-18.84765625,132.1923077
job92,8688,0,407360797,1,1,2,1,1,0,0,0,0,1,-12.53869969,132.1923077
job93,21233,0,7023,1,1,1,1,1,0,0,0,0,0,0,129
job94,51686,0,3179205741,1,1,12,2,2,0,0,0,0,1,-25.28950588,119.6829268
job95,76755,0,4761,1,1,1,1,1,0,0,0,0,0,0,121.7540984
job96,105068,230384,91393,1,1,1,1,1,0,0,0,0,1,-65.85342662,121.7540984
job97,5131191310,0,2125941353,20,2,8,1,2,0,0,0,0,0,0,111.5
job98,96,0,211429196,1,1,1,1,1,0,0,0,0,1,-12.53869969,112.0426829
job99,76,0,1159261,1,1,1,1,1,0,0,0,0,1,-51.48681661,119.6829268
job100,252,0,1610958629,1,1,7,1,1,0,0,0,0,1,-25.28950588,121.7540984
job101,18993455034,19566109245,4957697462,71,8,19,3,8,2332.461982,1,-80.09749194,8,1,-19.02487137,119.6363636
job102,1067970069,170106575,32561328,4,1,1,1,1,0,0,0,0,0,0,111.5
